device_type,device_id,wafer,shim,replica,bonding_date,testing_date,aqueous_fluid,oil_fluid,aqueous_flowrate,aqueous_flowrate_unit,oil_pressure,oil_pressure_unit,measurement_type,dfu_row,roi,measurement_area,timepoint,file_name,file_type,droplet_size_mean,droplet_size_std,droplet_size_min,droplet_size_max,droplet_count,frequency_mean,frequency_min,frequency_max,frequency_count,parse_quality,date_validation_warning,raw_path,download_url,scan_timestamp,extraction_timestamp
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,1,5,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU1_B_t0_ROI5_frequency_analysis.txt,txt,,,,,,13.93,13.93,13.93,4,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU1_B_t0_ROI5_frequency_analysis.txt,,2025-10-29T19:35:44.714484,2025-10-29T19:35:44.402682
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,2,1,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU2_B_t0_ROI1_frequency_analysis.txt,txt,,,,,,16.19,16.19,16.19,3,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU2_B_t0_ROI1_frequency_analysis.txt,,2025-10-29T19:35:44.718198,2025-10-29T19:35:44.402976
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,2,2,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU2_B_t0_ROI2_frequency_analysis.txt,txt,,,,,,5.56,5.56,5.56,7,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU2_B_t0_ROI2_frequency_analysis.txt,,2025-10-29T19:35:44.721898,2025-10-29T19:35:44.403265
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,2,3,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU2_B_t0_ROI3_frequency_analysis.txt,txt,,,,,,8.32,8.32,8.32,4,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU2_B_t0_ROI3_frequency_analysis.txt,,2025-10-29T19:35:44.725589,2025-10-29T19:35:44.403547
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,2,4,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU2_B_t0_ROI4_frequency_analysis.txt,txt,,,,,,12.42,12.42,12.42,8,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU2_B_t0_ROI4_frequency_analysis.txt,,2025-10-29T19:35:44.729328,2025-10-29T19:35:44.403827
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,2,5,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU2_B_t0_ROI5_frequency_analysis.txt,txt,,,,,,1.88,1.88,1.88,8,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU2_B_t0_ROI5_frequency_analysis.txt,,2025-10-29T19:35:44.733044,2025-10-29T19:35:44.404108
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,3,1,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU3_B_t0_ROI1_frequency_analysis.txt,txt,,,,,,6.86,6.86,6.86,5,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU3_B_t0_ROI1_frequency_analysis.txt,,2025-10-29T19:35:44.736755,2025-10-29T19:35:44.404386
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,3,2,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU3_B_t0_ROI2_frequency_analysis.txt,txt,,,,,,11.15,11.15,11.15,6,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU3_B_t0_ROI2_frequency_analysis.txt,,2025-10-29T19:35:44.740454,2025-10-29T19:35:44.404663
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,3,3,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU3_B_t0_ROI3_frequency_analysis.txt,txt,,,,,,16.62,16.62,16.62,6,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU3_B_t0_ROI3_frequency_analysis.txt,,2025-10-29T19:35:44.744194,2025-10-29T19:35:44.404979
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,3,4,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU3_B_t0_ROI4_frequency_analysis.txt,txt,,,,,,5.99,5.99,5.99,2,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU3_B_t0_ROI4_frequency_analysis.txt,,2025-10-29T19:35:44.747895,2025-10-29T19:35:44.405339
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,3,5,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU3_B_t0_ROI5_frequency_analysis.txt,txt,,,,,,18.95,18.95,18.95,9,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU3_B_t0_ROI5_frequency_analysis.txt,,2025-10-29T19:35:44.751606,2025-10-29T19:35:44.405641
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,4,1,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU4_B_t0_ROI1_frequency_analysis.txt,txt,,,,,,11.45,11.45,11.45,2,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU4_B_t0_ROI1_frequency_analysis.txt,,2025-10-29T19:35:44.755319,2025-10-29T19:35:44.405944
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,4,2,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU4_B_t0_ROI2_frequency_analysis.txt,txt,,,,,,6.9,6.9,6.9,2,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU4_B_t0_ROI2_frequency_analysis.txt,,2025-10-29T19:35:44.759025,2025-10-29T19:35:44.406236
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,4,3,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU4_B_t0_ROI3_frequency_analysis.txt,txt,,,,,,17.06,17.06,17.06,5,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU4_B_t0_ROI3_frequency_analysis.txt,,2025-10-29T19:35:44.762842,2025-10-29T19:35:44.406526
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,4,4,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU4_B_t0_ROI4_frequency_analysis.txt,txt,,,,,,19.33,19.33,19.33,3,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU4_B_t0_ROI4_frequency_analysis.txt,,2025-10-29T19:35:44.766568,2025-10-29T19:35:44.406830
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,4,5,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU4_B_t0_ROI5_frequency_analysis.txt,txt,,,,,,3.56,3.56,3.56,9,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU4_B_t0_ROI5_frequency_analysis.txt,,2025-10-29T19:35:44.770325,2025-10-29T19:35:44.407124
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,5,1,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU5_B_t0_ROI1_frequency_analysis.txt,txt,,,,,,7.94,7.94,7.94,7,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU5_B_t0_ROI1_frequency_analysis.txt,,2025-10-29T19:35:44.774080,2025-10-29T19:35:44.407417
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,5,2,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU5_B_t0_ROI2_frequency_analysis.txt,txt,,,,,,14.27,14.27,14.27,5,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU5_B_t0_ROI2_frequency_analysis.txt,,2025-10-29T19:35:44.777854,2025-10-29T19:35:44.407715
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,5,3,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU5_B_t0_ROI3_frequency_analysis.txt,txt,,,,,,19.73,19.73,19.73,5,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU5_B_t0_ROI3_frequency_analysis.txt,,2025-10-29T19:35:44.781565,2025-10-29T19:35:44.408007
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,5,4,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU5_B_t0_ROI4_frequency_analysis.txt,txt,,,,,,9.36,9.36,9.36,9,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU5_B_t0_ROI4_frequency_analysis.txt,,2025-10-29T19:35:44.785292,2025-10-29T19:35:44.408294
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,5,5,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU5_B_t0_ROI5_frequency_analysis.txt,txt,,,,,,18.95,18.95,18.95,3,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU5_B_t0_ROI5_frequency_analysis.txt,,2025-10-29T19:35:44.789021,2025-10-29T19:35:44.408580
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,6,1,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU6_B_t0_ROI1_frequency_analysis.txt,txt,,,,,,14.83,14.83,14.83,8,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU6_B_t0_ROI1_frequency_analysis.txt,,2025-10-29T19:35:44.792781,2025-10-29T19:35:44.408876
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,6,2,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU6_B_t0_ROI2_frequency_analysis.txt,txt,,,,,,19.77,19.77,19.77,4,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU6_B_t0_ROI2_frequency_analysis.txt,,2025-10-29T19:35:44.796520,2025-10-29T19:35:44.409166
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,6,3,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU6_B_t0_ROI3_frequency_analysis.txt,txt,,,,,,13.31,13.31,13.31,8,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU6_B_t0_ROI3_frequency_analysis.txt,,2025-10-29T19:35:44.800252,2025-10-29T19:35:44.409450
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,6,4,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU6_B_t0_ROI4_frequency_analysis.txt,txt,,,,,,14.92,14.92,14.92,9,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU6_B_t0_ROI4_frequency_analysis.txt,,2025-10-29T19:35:44.803999,2025-10-29T19:35:44.409739
W13,W13_S1_R1,13,1,1,2025-08-13,2025-09-01,SDS,SO,40,ml/hr,100,mbar,freq_analysis,6,5,B,0,1308_0109_w13_s1_r1_40mlhr100mbar_DFU6_B_t0_ROI5_frequency_analysis.txt,txt,,,,,,14.38,14.38,14.38,7,complete,,W13_S1_R1/13082025/01092025/40mlhr100mbar/freq_analysis/1308_0109_w13_s1_r1_40mlhr100mbar_DFU6_B_t0_ROI5_frequency_analysis.txt,,2025-10-29T19:35:44.807750,2025-10-29T19:35:44.410026
W13,W13_S1_R1,13,1,1,2025-08-14,2025-09-03,NaCas,SO,10,ml/hr,350,mbar,dfu_measure,1,,B,0,1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU1_B_t0_droplet_annotations_20251029_134810.csv,csv,24.993015959999997,3.09765513037661,20.18573,29.878533,50,,,,,complete,,W13_S1_R1/14082025/03092025/NaCas_SO/10mlhr350mbar/dfu_measure/1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU1_B_t0_droplet_annotations_20251029_134810.csv,,2025-10-29T19:35:44.811519,2025-10-29T19:35:44.410314
W13,W13_S1_R1,13,1,1,2025-08-14,2025-09-03,NaCas,SO,10,ml/hr,350,mbar,dfu_measure,2,,B,0,1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU2_B_t0_droplet_annotations_20251029_134810.csv,csv,25.15266074,3.148196672673556,20.054387,29.87372,50,,,,,complete,,W13_S1_R1/14082025/03092025/NaCas_SO/10mlhr350mbar/dfu_measure/1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU2_B_t0_droplet_annotations_20251029_134810.csv,,2025-10-29T19:35:44.815082,2025-10-29T19:35:44.411715
W13,W13_S1_R1,13,1,1,2025-08-14,2025-09-03,NaCas,SO,10,ml/hr,350,mbar,dfu_measure,3,,B,0,1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU3_B_t0_droplet_annotations_20251029_134810.csv,csv,24.622466659999997,2.8722864372583294,20.006889,29.833041,50,,,,,complete,,W13_S1_R1/14082025/03092025/NaCas_SO/10mlhr350mbar/dfu_measure/1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU3_B_t0_droplet_annotations_20251029_134810.csv,,2025-10-29T19:35:44.818636,2025-10-29T19:35:44.412942
W13,W13_S1_R1,13,1,1,2025-08-14,2025-09-03,NaCas,SO,10,ml/hr,350,mbar,dfu_measure,4,,B,0,1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU4_B_t0_droplet_annotations_20251029_134810.csv,csv,25.008231759999997,3.0681892367181267,20.155698,29.977262,50,,,,,complete,,W13_S1_R1/14082025/03092025/NaCas_SO/10mlhr350mbar/dfu_measure/1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU4_B_t0_droplet_annotations_20251029_134810.csv,,2025-10-29T19:35:44.822303,2025-10-29T19:35:44.414170
W13,W13_S1_R1,13,1,1,2025-08-14,2025-09-03,NaCas,SO,10,ml/hr,350,mbar,dfu_measure,5,,B,0,1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU5_B_t0_droplet_annotations_20251029_134810.csv,csv,25.38739688,3.2792994208481243,20.35415,29.940642,50,,,,,complete,,W13_S1_R1/14082025/03092025/NaCas_SO/10mlhr350mbar/dfu_measure/1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU5_B_t0_droplet_annotations_20251029_134810.csv,,2025-10-29T19:35:44.825868,2025-10-29T19:35:44.415371
W13,W13_S1_R1,13,1,1,2025-08-14,2025-09-03,NaCas,SO,10,ml/hr,350,mbar,dfu_measure,6,,B,0,1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU6_B_t0_droplet_annotations_20251029_134810.csv,csv,24.484747040000002,2.721446361473761,20.092481,29.483728,50,,,,,complete,,W13_S1_R1/14082025/03092025/NaCas_SO/10mlhr350mbar/dfu_measure/1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU6_B_t0_droplet_annotations_20251029_134810.csv,,2025-10-29T19:35:44.829414,2025-10-29T19:35:44.416566
W13,W13_S1_R1,13,1,1,2025-08-14,2025-09-03,NaCas,SO,10,ml/hr,350,mbar,freq_analysis,1,1,B,0,1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU1_B_t0_ROI1_frequency_analysis.txt,txt,,,,,,1.79,1.79,1.79,3,complete,,W13_S1_R1/14082025/03092025/NaCas_SO/10mlhr350mbar/freq_analysis/1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU1_B_t0_ROI1_frequency_analysis.txt,,2025-10-29T19:35:44.832955,2025-10-29T19:35:44.417777
W13,W13_S1_R1,13,1,1,2025-08-14,2025-09-03,NaCas,SO,10,ml/hr,350,mbar,freq_analysis,1,2,B,0,1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU1_B_t0_ROI2_frequency_analysis.txt,txt,,,,,,12.41,12.41,12.41,6,complete,,W13_S1_R1/14082025/03092025/NaCas_SO/10mlhr350mbar/freq_analysis/1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU1_B_t0_ROI2_frequency_analysis.txt,,2025-10-29T19:35:44.836653,2025-10-29T19:35:44.418108
W13,W13_S1_R1,13,1,1,2025-08-14,2025-09-03,NaCas,SO,10,ml/hr,350,mbar,freq_analysis,1,3,B,0,1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU1_B_t0_ROI3_frequency_analysis.txt,txt,,,,,,11.53,11.53,11.53,7,complete,,W13_S1_R1/14082025/03092025/NaCas_SO/10mlhr350mbar/freq_analysis/1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU1_B_t0_ROI3_frequency_analysis.txt,,2025-10-29T19:35:44.840404,2025-10-29T19:35:44.418414
W13,W13_S1_R1,13,1,1,2025-08-14,2025-09-03,NaCas,SO,10,ml/hr,350,mbar,freq_analysis,1,4,B,0,1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU1_B_t0_ROI4_frequency_analysis.txt,txt,,,,,,19.14,19.14,19.14,9,complete,,W13_S1_R1/14082025/03092025/NaCas_SO/10mlhr350mbar/freq_analysis/1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU1_B_t0_ROI4_frequency_analysis.txt,,2025-10-29T19:35:44.844110,2025-10-29T19:35:44.418711
W13,W13_S1_R1,13,1,1,2025-08-14,2025-09-03,NaCas,SO,10,ml/hr,350,mbar,freq_analysis,1,5,B,0,1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU1_B_t0_ROI5_frequency_analysis.txt,txt,,,,,,10.27,10.27,10.27,6,complete,,W13_S1_R1/14082025/03092025/NaCas_SO/10mlhr350mbar/freq_analysis/1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU1_B_t0_ROI5_frequency_analysis.txt,,2025-10-29T19:35:44.847855,2025-10-29T19:35:44.419019
W13,W13_S1_R1,13,1,1,2025-08-14,2025-09-03,NaCas,SO,10,ml/hr,350,mbar,freq_analysis,2,1,B,0,1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU2_B_t0_ROI1_frequency_analysis.txt,txt,,,,,,17.3,17.3,17.3,4,complete,,W13_S1_R1/14082025/03092025/NaCas_SO/10mlhr350mbar/freq_analysis/1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU2_B_t0_ROI1_frequency_analysis.txt,,2025-10-29T19:35:44.851592,2025-10-29T19:35:44.419331
W13,W13_S1_R1,13,1,1,2025-08-14,2025-09-03,NaCas,SO,10,ml/hr,350,mbar,freq_analysis,2,2,B,0,1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU2_B_t0_ROI2_frequency_analysis.txt,txt,,,,,,1.54,1.54,1.54,9,complete,,W13_S1_R1/14082025/03092025/NaCas_SO/10mlhr350mbar/freq_analysis/1408_0309_w13_s1_r1_10mlhr350mbar_nacasso_DFU2_B_t0_ROI2_frequency_analysis.txt,,2025-10-29T19:35:44.855382,2025-10-29T19:35:44.419629
